WKT,gid,access,addr:housename,addr:housenumber,amenity,brand,building,covered,disused,ele,highway,historic,layer,leisure,name,office,operator,power,ref,shop,sport,tourism
"POINT (-3.87199399946101 40.4702236953059)","4105661234",,,,cafe,,,,,,,,,,Cafetería El Mago,,,,,,,
"POINT (-3.87168809946106 40.4714615953058)","6313090510",,,,cafe,,,,,,,,,,Cereal Super Hero,,,,,,,
"POINT (-3.872066799461 40.4735491953057)","5830690839",,,,cafe,,,,,,,,,,La Maja,,,,,,,
"POINT (-3.87039829946124 40.4714514953058)","5228852256",,,,cafe,,,,,,,,,,Cafe Bar Antonio,,,,,,,
"POINT (-3.87034509946124 40.4716450953058)","5228729762",,,,cafe,,,,,,,,,,Cafe Bar Antonio,,,,,,,
"POINT (-3.87150439946108 40.4899395953045)","4026033373",,,"7",cafe,,,,,,,,,,Don Picoteo,,,,,,,
"POINT (-3.87170399946105 40.4725549953057)","5830690847",,,,cafe,,,,,,,,,,La Florida,,,,,,,
"POINT (-3.87254249946094 40.4917717953044)","5830690805",,,,cafe,,,,,,,,,,Castilla,,,,,,,
"POINT (-3.87761809946023 40.4905719953045)","5830704692",,,,cafe,,,,,,,,,,Lembranza,,,,,,,
"POINT (-3.89953589945718 40.5175251953026)","3626804732",,,,cafe,,,,,,,,,,The Lobby Cafe,,,,,,,
"POINT (-3.86893249946144 40.4929294953043)","5830690792",,,,cafe,,,,,,,,,,Las Torres de Castilla,,,,,,,
"POINT (-3.89331299945805 40.5052995953034)","844736949",,,,cafe,,,,,,,,,,La Tahona,,,,,,,
"POINT (-3.89930149945721 40.5175646953026)","3626804693",,,,cafe,,,,,,,,,,Chocolat Factory,,,,,,,
"POINT (-4.0164926994409 40.5612266952996)","7469594323",,,,cafe,,,,,,,,,,Cafetería Las Adelinas,,,,,,,
"POINT (-3.88741869945887 40.5004786953038)","6284026698",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-4.00258939944283 40.5750285952986)","6408829637",,,"1",cafe,,,,,,,,,,Magazín romanesc Miorita,,,,,,,
"POINT (-4.01205559944152 40.5796006952983)","6514971341",,,,cafe,,,,,,,,,,MrKaffe,,,,,,,
"POINT (-4.00447749944257 40.5745286952987)","5154136962",,,,cafe,,,,,,,,,,Café La Habana,,,,,,,
"POINT (-4.00218039944289 40.5761336952986)","6166851257",,,,cafe,,,,,,,,,,Cafetería Mónaco,,,,,,,
"POINT (-4.00385369944266 40.5756009952986)","6441794534",,,,cafe,,,,,,,,,,Churrería,,,,,,,
"POINT (-4.00410539944262 40.5770130952985)","5828055842",,,,cafe,,,,,,,,,,El Desván de los Sueños,,,,,,,
"POINT (-4.00577839944239 40.5802688952983)","5826858014",,,,cafe,,,,,,,,,,Cafetería Carmen,,,,,,,
"POINT (-3.98370549944546 40.5976229952971)","1737740680",,,,cafe,,,,,,,,,,Pizzeria,,,,,,,
"POINT (-3.95896699944891 40.5957768952972)","6794778390",,,,cafe,,,,,,,,,,Marylebone,,,,,,,
"POINT (-3.9029593994567 40.5181977953026)","3625760931",,,,cafe,Starbucks,,,,,,,,,Starbucks,,,,,,,
"POINT (-3.89414079945793 40.5227959953022)","4844321875",,,,cafe,,,,,,,,,,New Yorkers,,,,,,,
"POINT (-3.90111059945696 40.5190689953025)","3625760901",,,,cafe,,,,,,,,,,Café & Tapas,,,,,,,
"POINT (-3.89639469945762 40.5190291953025)","4654253598",,,"8",cafe,,,,,,,,,,Wooka,,,,,,,
"POINT (-3.95440499944954 40.5788894952984)","1549744666",,,"37",cafe,,,,,,,,,,Café del Atril,,,,,,,
"POINT (-3.93877559945172 40.5790362952984)","1669536393",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-3.92856079945314 40.5769283952985)","5294927192",,,"6",cafe,,,,,,,,,,Café La Galería,,,,,,,
"POINT (-3.9202527994543 40.5689288952991)","6925462724",,,,cafe,Starbucks Coffee,,,,,,,,,Starbucks Coffee,,Starbucks Coffee,,,,,
"POINT (-3.92825609945318 40.5767837952985)","3212364332",,,"12",cafe,,,,,,,,,,Caricata,,,,,,,
"POINT (-4.15313759942188 40.6399085952942)","292259903",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-4.08868139943085 40.6732520952919)","4705065593",,,,cafe,,,,,,,,,,Docos Cervecería,,,,,,,
"POINT (-4.09075989943056 40.6731770952919)","4009853826",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-4.08942139943075 40.6726226952919)","4009853824",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-4.19730989941573 40.715227795289)","4111985443",,,,cafe,,,,,,,,,,Bar Volvoreta,,,,,,,
"POINT (-4.1910561994166 40.7138702952891)","4111985442",,,,cafe,,,,,,,,,,Bar Duque,,,,,,,
"POINT (-4.19087609941662 40.7138301952891)","4111985446",,,,cafe,,,,,,,,,,La Churrería,,,,,,,
"POINT (-4.18826799941699 40.7132202952892)","4111985444",,,,cafe,,,,,,,,,,Café Bar Orly,,,,,,,
"POINT (-4.18807959941701 40.7134055952891)","4111985454",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-4.06693089943388 40.7288906952881)","7681144823",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-4.06729499943383 40.7340219952877)","7606638517",,,,cafe,,,,,,,,,,Cuerda Larga,,,,,,,
"POINT (-4.04991319943625 40.7415608952872)","300984832",,,,cafe,,,,,,,,,,Katrina,,,,,,,
"POINT (-4.06639699943395 40.7381121952874)","4200583789",,,"41",cafe,,,,,,,,,,El Aribel,,,,,,,
"POINT (-4.05563949943545 40.7412458952872)","7159136251",,,,cafe,,,,,,,,,,Colonial,,,,,,,
"POINT (-4.06376369943432 40.7700471952853)","301558859",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-4.01971639944045 40.6247802952952)","4500810590",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-4.00594699944237 40.627091295295)","6313090387",,,,cafe,,,,,,,,,,C@ffè.it,,,,,,,
"POINT (-4.00476739944253 40.6261368952951)","4399743978",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-4.00819609944206 40.6270156952951)","4932214322",,,,cafe,,,,,,,,,,Caprichos,,,,,,,
"POINT (-4.00852379944201 40.627341195295)","4932294328",,,,cafe,,,,,,,,,,Café Barquín,,,,,,,
"POINT (-4.01787909944071 40.6292657952949)","7596129435",,,,cafe,,,,,,,,,,Cafetería Casa Mimi,,,,,,,
"POINT (-4.0243693994398 40.6384397952943)","2467383377",,,"26;antigua NVI",cafe,,,,,,,,,,Cafetería Pastelería Candela,,,,,,,
"POINT (-4.00892399944195 40.627994295295)","5697824161",,,,cafe,,,,,,,,,,De Rechupete,,,,,,,
"POINT (-4.00795339944209 40.628118395295)","4932295522",,,,cafe,,,,,,,,,,Cafetería Sancho,,,,,,,
"POINT (-4.00985489944182 40.627596595295)","7617479787",,,,cafe,,,,,,,,,,Churrería Chocolatería Carmen,,,,,,,
"POINT (-4.00865179944199 40.6290665952949)","5697824152",,,,cafe,,,,,,,,,,Cafetería,,,,,,,
"POINT (-4.00994789944181 40.6343917952946)","4473790831",,,,cafe,,,,,,,,,,Galaico,,,,,,,
"POINT (-4.00819949944205 40.6293270952949)","5697824137",,,,cafe,,,,,,,,,,Cafetería California,,,,,,,
"POINT (-4.00702679944222 40.627476695295)","7539090586",,,,cafe,,,,,,,,,,La Cafetería,,,,,,,
"POINT (-4.00576159944239 40.6314094952948)","7618766265",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-4.00560489944241 40.6315181952948)","7618766273",,,,cafe,,,,,,,,,,Cafetería La Reyna,,,,,,,
"POINT (-4.00506379944249 40.6310826952948)","4932282548",,,,cafe,,,,,,,,,,Cafetería El Mirador,,,,,,,
"POINT (-4.00814029944206 40.6485105952936)","4400150206",,,,cafe,,,,,,,,,,Cafetería Charlot,,,,,,,
"POINT (-4.00424599944261 40.6336892952946)","4932282734",,,,cafe,,,,,,,,,,Heladería Pinkgui,,,,,,,
"POINT (-4.02233719944009 40.6545418952932)","2019678050",,,,cafe,,,,,,,,,,Cafetería Feijoo,,,,,,,
"POINT (-4.02384999943988 40.6599393952928)","2407172903",,,"10",cafe,,,,,,,,,,Cafetería Viena,,,,,,,
"POINT (-4.02612669943956 40.6600934952928)","2410617383",,,,cafe,,,,,,,,,,Churrería El Churri,,,,,,,
"POINT (-3.97239969944704 40.6790865952915)","7151599501",,,,cafe,,,,,,,,,,Bar la Plaza,,,,,,,
"POINT (-3.97240139944704 40.6794319952915)","5162829178",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-3.90607759945627 40.6221291952954)","7463451418",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-3.96867729944755 40.6809163952914)","5154987585",,,,cafe,,,,,,,,,,La Estación,,,,,,,
"POINT (-3.96730229944775 40.6804114952914)","5162838347",,,,cafe,,,,,,,,,,El Trébol,,,,,,,
"POINT (-3.90649399945621 40.6227808952953)","5113961125",,,,cafe,,,,,,,,,,Oulad,,,,,,,
"POINT (-4.02411189943984 40.6933691952905)","5670401987",,,,cafe,,,,,,,,,,Cervecería Pedro,,,,,,,
"POINT (-4.01468389944115 40.729426895288)","4077503510",,,,cafe,,,,,,,,,,Los Ángeles,,,,,,,
"POINT (-4.01981479944044 40.7212781952886)","4062015731",,,,cafe,,,,,,,,,,Las Postas,,,,,,,
"POINT (-3.98983849944461 40.714869495289)","4856203202",,,,cafe,,,,,,,,,,Domca,,,,,,,
"POINT (-3.98896649944473 40.7149134952891)","6759268068",,,"3",cafe,,,,,,,,,,Cafetería Santos,,,,,,,
"POINT (-3.86143399946248 40.4586055953067)","1307720972",,,,cafe,,,,,,,,,,Atuel,,,,,,,
"POINT (-3.91989639945435 40.7172861952888)","7504319175",,,,cafe,,,,,,,,,,Cafetería El Ruedo,,,,,,,
"POINT (-3.81296819946923 40.4359213953083)","4839968530",,,,cafe,,,,,,,,,,Las Flores,,,,,,,
"POINT (-3.85355319946358 40.468579095306)","4286291790",,,,cafe,,,,,,,,,,Churrería El Koala,,,,,,,
"POINT (-3.85401949946352 40.469001895306)","4105827591",,,"1",cafe,,,,,,,,,,Atuel,,,,,,,
"POINT (-3.81482129946897 40.4358196953083)","6070788198",,,,cafe,,,,,,,,,,Essence,,,,,,,
"POINT (-3.79842309947125 40.4360505953082)","4705555497",,,,cafe,,,,,,,,,,Viena Capellanes,,,,,,,
"POINT (-3.81084699946953 40.4343067953084)","4754861322",,,"15",cafe,,,,,,,,,,El Horno de Pozuelo,,,,,,,
"POINT (-3.80994499946965 40.4455906953076)","4705592489",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-3.80865109946983 40.4447496953076)","1762918480",,,,cafe,,,,,,,,,,Hielo Picado,,,,,,,
"POINT (-3.80211839947074 40.4470638953075)","4806200527",,,,cafe,,,,,,,,,,Cafetería Ania,,,,,,,
"POINT (-3.80207749947075 40.4481829953074)","4746850842",,,,cafe,,,,,,,,,,Everest,,,,,,,
"POINT (-3.80150039947083 40.4478566953074)","5794591153",,,,cafe,,,,,,,,,,Tu & Yo,,,,,,,
"POINT (-3.79704119947145 40.4361051953082)","4743689132",,,,cafe,,,,,,,,,,Smöoy,,,,,,,
"POINT (-3.79133359947224 40.4388621953081)","4960385122",,,,cafe,,,,,,,,,,La Ingrata,,,,,,,
"POINT (-3.78389449947328 40.4415612953079)","4743665725",,,,cafe,,,,,,,,,,Giangrossi,,,,,,,
"POINT (-3.79392529947188 40.4382521953081)","4704086890",,,,cafe,Starbucks,,,,,,,,,Starbucks,,,,,,,
"POINT (-3.78893829947258 40.4412237953079)","4951804122",,,,cafe,,,,,,,,,,El Rinconcito,,,,,,,
"POINT (-3.74075769947928 40.4599917953066)","7133247358",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-3.78507339947311 40.4594714953066)","5070266634",,,"2",cafe,,,,,,,,,,Livarno,,,,,,,
"POINT (-3.77073079947511 40.453530795307)","4810100128",,,,cafe,,,,,,,,,,Cafetería,,,,,,,
"POINT (-3.72366659948166 40.4306464953086)","1288311612",,,,cafe,,,,,,,,,,La Perla,,,,,,,
"POINT (-3.73070449948068 40.440065295308)","6711666430",,,,cafe,,,,,,,,,,Cafetería de la ETSAM,,,,,,,
"POINT (-3.71660819948264 40.4303739953086)","3801575467",,,,cafe,,,,,,,,,,Café & Té,,,,,,,
"POINT (-3.72324029948172 40.4321054953085)","4629768496",,,"77",cafe,,,,,,,,,,Aroma Café,,,,,,,
"POINT (-3.71677189948262 40.4318483953085)","4724007893",,,"70",cafe,,,,,,,,,,La Esmeralda,,,,,,,
"POINT (-3.71590699948274 40.4309864953086)","4723957524",,,"3",cafe,,,,,,,,,,Crustó,,,,,bakery,,
"POINT (-3.71348529948308 40.4321936953085)","4594765989",,,"21",cafe,,,,,,,,,,Granier,,,,,,,
"POINT (-3.7169567994826 40.4330327953084)","3136816581",,,,cafe,,,,,,,,,,Bar Rosado,,,,,,,
"POINT (-3.71586389948275 40.4331611953085)","4511357288",,,,cafe,,,,,,,,,,Bar Morales El Atómico,,,,,,,
"POINT (-3.7162119994827 40.4331739953085)","4511360191",,,,cafe,,,,,,,,,,Bar Cervecería Bravas,,,,,,,
"POINT (-3.71878929948234 40.4354583953083)","6933296564",,,,cafe,,,,,,,,,,Dunkin' Coffee,,,,,,,
"POINT (-3.71732799948254 40.4342783953084)","4723957527",,,"77",cafe,,,,,,,,,,Max Café,,,,,,,
"POINT (-3.7147742994829 40.4329763953085)","4323143131",,,"49",cafe,,,,,,,,,,Café Green Bakery,,,,,,,
"POINT (-3.71417529948298 40.4352927953083)","2669997847",,,"71",cafe,,,,,,,,,,C@ffe.it,,,,,,,
"POINT (-3.71671629948263 40.440137995308)","3674554225",,,"7",cafe,,,,,,,,,,Ferro's,,,,,,,
"POINT (-3.71554349948279 40.4364208953082)","3472111966",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-3.73013489948076 40.4424877953078)","5160329622",,,,cafe,,,,,,,,,,Cafetería,,,,,,,
"POINT (-3.71510359948285 40.438922995308)","4543191089",,,,cafe,,,,,,,,,,Granier,,,,,,,
"POINT (-3.72460159948153 40.4412955953079)","5793090954",,,,cafe,,,,,,,,,,Cafetería,,,,,,,
"POINT (-3.72465759948152 40.4501894953073)","5740892566",,,,cafe,,,,,,,,,,Cafetería ciencias químicas,,,,,,,
"POINT (-3.71709899948258 40.4459327953076)","6348133647",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-3.72632709948129 40.4509715953072)","4699565254",,,,cafe,,,,,,,,,,Cafetería Ciencias Físicas,,,,,,,
"POINT (-3.71498359948287 40.4412849953079)","3136812042",,,,cafe,,,,,,,,,,Chocolatería Cafetería,,,,,,,
"POINT (-3.72382919948164 40.4482367953074)","410620052",,,,cafe,,,,,,,,,,Facultad de Forestales,,,,,,,
"POINT (-3.7090283994837 40.4317089953085)","2669935790",,,"16",cafe,,,,,,,,,,Café Mezzo,,,,,,,
"POINT (-3.71709209948258 40.4476231953075)","3469038580",,,,cafe,,,,,,,,,,Glacé,,,,,,,
"POINT (-3.71490129948288 40.4463776953075)","150760847",,,,cafe,,,,,,,,,,Condemar,,,,,,,
"POINT (-3.71350609948308 40.4463065953076)","1944473872",,,,cafe,,,,,,,,,,La Vuelta,,,,,,,
"POINT (-3.71777809948248 40.4504619953073)","3467969369",,,,cafe,,,,,,,,,,Facultad de Educación,,,,,,,
"POINT (-3.71099659948342 40.4337244953084)","3536931770",,,,cafe,,,,,,,,,,La Bicicleta Galileo,,,,,,,
"POINT (-3.71020179948354 40.4325569953085)","4711637691",,,"26",cafe,,,,,,,,,,Bowi Madrid,,,,,,,
"POINT (-3.70887539948372 40.4332264953084)","2671175816",,,"37",cafe,,,,,,,,,,Tormes,,,,,,,
"POINT (-3.70813599948382 40.4314647953086)","2669909220",,,"7",cafe,,,,,,,,,,Friend's Coffee,,,,,,,
"POINT (-3.7054037994842 40.4301792953086)","4226615591",,,"96",cafe,,,,,,,,,,La Romana,,,,,ice_cream,,
"POINT (-3.70778729948387 40.4299434953087)","2668366790",,,"12",cafe,,,,,,,,,,Cauca,,,,,,,
"POINT (-3.706835999484 40.4318944953085)","3598363724",,,,cafe,,,,,,,,,,Dixie,,,,,,,
"POINT (-3.70696239948399 40.4298653953087)","2668366797",,,"8",cafe,,,,,,,,,,Panaria,,,,,bakery,,
"POINT (-3.70670509948402 40.4298432953087)","2668366796",,,"6",cafe,,,,,,,,,,La Flor,,,,,,,
"POINT (-3.70517919948423 40.4332383953084)","6372791773",,,,cafe,,,,,,,,,,Tim Horton's,,,,,,,
"POINT (-3.70291239948455 40.4298231953087)","3706764642",,,"115",cafe,,,,,,,,,,La Mexicana,,,,,,,
"POINT (-3.70301779948454 40.4300256953087)","3706764641",,,"117",cafe,Starbucks,,,,,,,,,Starbucks,,,,,,,
"POINT (-3.70267769948458 40.4301470953087)","3594043398",,,"122",cafe,,,,,,,,,,Viena Capellanes,,,,,,,
"POINT (-3.70381629948443 40.4319101953085)","3706764640",,,"135",cafe,,,,,,,,,,Cafetería Somosierra,,,,,,,
"POINT (-3.70419409948437 40.4327763953085)","5358880261",,,"147",cafe,,,,,,,,,,Granier,,,,,bakery,,
"POINT (-3.70713139948396 40.4350994953083)","3890161701",,,"26",cafe,,,,,,,,,,Cafés Guayacán,,,,,coffee,,
"POINT (-3.70453589948432 40.4351736953083)","2972941198",,,,cafe,,,,,,,,,,Cafetería Isabel,,,,,,,
"POINT (-3.70486079948428 40.4337550953084)","3728105237",,,"5",cafe,,,,,,,,,,1000 Cups,,,,,,,
"POINT (-3.7039819994844 40.4333122953084)","5365885256",,,"9",cafe,Starbucks,,,,,,,,,Starbucks,,,,,,,
"POINT (-3.70466379948431 40.4339449953084)","3181391412",,,"6",cafe,,,,,,,,,,La Francerie,,,,,,,
"POINT (-3.70267109948458 40.4342109953084)","4761669122",,,"62",cafe,,,,,,,,,,Saint Georges,,,,,,,
"POINT (-3.70801429948384 40.440455495308)","5844939492",,,"112",cafe,,,,,,,,,,Monkee Koffee,,,,,,,
"POINT (-3.71275009948318 40.4352993953083)","5758720127",,,,cafe,,,,,,,,,,The Little Big Cafe,,,,,,,
"POINT (-3.71268639948319 40.4352120953083)","2836112493",,,"61",cafe,,,,,,,,,,The Little Big cafe,,,,,,,
"POINT (-3.71324999948311 40.4359026953083)","4369764661",,,"67",cafe,,,,,,,,,,Cafetería HD,,,,,,,
"POINT (-3.7118606994833 40.4351871953083)","2671207707",,,"55",cafe,,,,,,,,,,Rotterdam,,,,,,,
"POINT (-3.71002449948356 40.4359048953083)","4324998089",,,,cafe,,,,,,,,,,Doce Dos,,,,,,,
"POINT (-3.70996909948357 40.4363470953082)","6042587256",,,,cafe,,,,,,,,,,Dulce y Salado,,,,,,,
"POINT (-3.71294009948315 40.439386295308)","4543191091",,,,cafe,,,,,,,,,,La rollerie,,,,,,,
"POINT (-3.70027079948492 40.4301566953086)","3472054306",,,,cafe,,,,,,,,,,La Bohemia,,,,,,,
"POINT (-3.69697369948538 40.4303776953086)","3428475667",,,,cafe,,,,,,,,,,Café Bar Rocamar,,,,,,,
"POINT (-3.70027169948492 40.4314919953086)","4228976188",,,"8",cafe,,,,,,,,,,Charlotte,,,,,,,
"POINT (-3.69946089948503 40.4313112953086)","4642427904",,,"25",cafe,,,,,,,,,amusement_arcade,Oh My Game,,,,,,,
"POINT (-3.69690509948539 40.4311834953086)","3426729476",,,,cafe,,,,,,,,,,La Norma cafetería,,,,,,,
"POINT (-3.69930769948505 40.4314165953086)","5482655545",,,"25",cafe,,,,,,,,,,El Horno,,,,,,,
"POINT (-3.70025259948492 40.4330505953085)","6090958085",,,"5",cafe,,,,,,,,,,,,,,,,,
"POINT (-3.70062169948487 40.4331524953085)","4705244976",,,"10",cafe,,,,,,,,,,Café Té Ando,,,,,,,
"POINT (-3.69839079948518 40.4336756953084)","3428476975",,,,cafe,,,,,,,,,,Pain Bistro,,,,,,,
"POINT (-3.69963309948501 40.4348888953083)","5801999049",,,"38",cafe,,,,,,,,,,Cafetería Yupi,,,,,,,
"POINT (-3.69839229948518 40.4351476953083)","3426732122",,,,cafe,,,,,,,,,,Jamaica,,,,,,,
"POINT (-3.69696379948538 40.4351459953083)","6370989026",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-3.69469629948569 40.4348957953083)","6013089385",,,,cafe,,,,,,,,,,Dileto,,,,,,,
"POINT (-3.69239089948602 40.4349897953083)","6070499085",,,,cafe,,,,,,,,,,La Manon,,,,,,,
"POINT (-3.69312709948591 40.4370253953082)","3564580495",,,,cafe,,,,,,,,,,Platina,,,,,,,
"POINT (-3.69984149948498 40.4370711953082)","3428475683",,,"103",cafe,,,,,,,,,,AlmaCheli Hecho A Mano,,,,,,,
"POINT (-3.69997039948496 40.4383203953081)","4319343789",,,,cafe,,,,,,,,,,Emyfa,,,,,,,
"POINT (-3.70044459948489 40.439385995308)","3426834939",,,,cafe,,,,,,,,,,Classic Café Bar,,,,,,,
"POINT (-3.69629379948547 40.4358289953083)","5085913273",,,"4",cafe,,,,,,,,,,Periplo,,,,,,,
"POINT (-3.69290539948594 40.4369626953082)","7297761623",,,,cafe,,,,,,,,,,El Horno,,,,,,,
"POINT (-3.70268199948458 40.4436715953077)","2880462327",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-3.70426809948436 40.4431849953078)","2972891894",,,,cafe,,,,,,,,,,Sirius Café,,,,,,,
"POINT (-3.70302769948453 40.4444181953077)","3607157092",,,"155",cafe,,,,,,,,,,da Roma,,,,,,,
"POINT (-3.70376849948443 40.4455325953076)","2972892245",,,,cafe,,,,,,,,,,San Mamés,,,,,,,
"POINT (-3.71052359948349 40.4497537953073)","7058240051",,,,cafe,,,,,,,,,,El Paréntesis,,,,,,,
"POINT (-3.70382879948442 40.4446264953076)","2972891925",,,,cafe,,,,,,,,,,Café Racer,,,,,,,
"POINT (-3.71257129948321 40.4468459953075)","3196261068",,,,cafe,,,,,,,,,,Cafetería,,,,,,,
"POINT (-3.70927639948366 40.4500320953073)","7096236662",,,,cafe,,,,,,,,,,Rubio,,,,,,,
"POINT (-3.70333319948449 40.4470285953075)","2867491074",,,,cafe,,,,,,,,,,Nu Rielle,,,,,,,
"POINT (-3.7053989994842 40.4471283953075)","2916188360",,,,cafe,,,,,,,,,,Café y Té,,,,,,,
"POINT (-3.70464549948431 40.4467010953075)","2916188358",,,,cafe,,,,,,,,,,Audrey,,,,,,,
"POINT (-3.70387969948442 40.4485066953074)","2887253634",,,,cafe,,,,,,,,,,Rubí,,,,,,,
"POINT (-3.70301109948454 40.4483144953074)","6260687996",,,"10",cafe,,,,,,,,,,Churrería La Andaluza,,,,,,,
"POINT (-3.70338759948448 40.4494621953073)","2867491099",,,,cafe,,,,,,,,,,Museo del Jamón 2,,,,,,,
"POINT (-3.70322929948451 40.4505420953072)","2868679684",,,,cafe,,,,,,,,,,Cafetería Granier,,,,,,,
"POINT (-3.70165849948472 40.4422337953078)","1738790890",,,,cafe,,,,,,,,,,So Natural,,,,,,,
"POINT (-3.70353439948446 40.4511926953072)","2891445709",,,,cafe,,,,,,,,,,Dunkin Coffee,,,,,,,
"POINT (-3.69891759948511 40.4420280953078)","6015636688",,,,cafe,,,,,,,,,,The brave,,,,,,,
"POINT (-3.69520829948562 40.4479821953074)","1541983887",,,,cafe,Starbucks,,,,,,,,,Starbucks,,,,,,,
"POINT (-3.69740649948532 40.4444861953077)","3234734470",,,"93",cafe,,,,,,,,,,La Posada de Alonso Cano,,,,,,,
"POINT (-3.69987189948497 40.4461842953075)","3705057926",,,,cafe,,,,,,,,,,El Porche,,,,,,,
"POINT (-3.69842569948518 40.4508694953072)","5508711656",,,,cafe,,,,,,,,,,Pasteleria Mallorca,,,,,,,
"POINT (-3.69439769948574 40.4514218953072)","1541983896",,,,cafe,Starbucks,,,,,,,,,Starbucks,,,,,,,
"POINT (-3.6946213994857 40.4487278953074)","4603280491",,,,cafe,,,,,,,,,,BMV,,,,,,,
"POINT (-3.72243519948183 40.468287695306)","1927659397",,,,cafe,,,,,,,,,,La Orensana,,,,,,,
"POINT (-3.71891419948232 40.4530712953071)","1056099074",,,,cafe,,,,,,,,,,Cafetería Universidad Nebrija,,,,,,,
"POINT (-3.71940019948225 40.4665004953061)","2957113864",,,,cafe,,,,,,,,,,Tulipán,,,,,,,
"POINT (-3.71914879948229 40.4730517953057)","5141675024",,,,cafe,,,,,,,,,,Santos,,,,,,,
"POINT (-3.71966229948222 40.468202295306)","6069022228",,,,cafe,,,,,,,,,,"988",,,,,,,
"POINT (-3.71357959948307 40.4715256953058)","4608166173",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-3.70863859948375 40.4569549953068)","2868794479",,,,cafe,,,,,,,,,,Cafetería La Villa,,,,,,,
"POINT (-3.70795259948385 40.4567877953068)","2868810917",,,,cafe,,,,,,,,,,Bar La Muralla,,,,,,,
"POINT (-3.70731859948394 40.4565462953068)","2891559892",,,,cafe,,,,,,,,,,El señor de la birra,,,,,,,
"POINT (-3.70323359948451 40.4531587953071)","3426834938",,,,cafe,,,,,,,,,,Cervecería Estrecho,,,,,,,
"POINT (-3.70322969948451 40.4533621953071)","2891477464",,,,cafe,,,,,,,,,,Cafetería Estrecho,,,,,,,
"POINT (-3.70515539948424 40.4566515953068)","2057557358",,,,cafe,,,,,,,,,,La Pampa,,,,,,,
"POINT (-3.70551079948419 40.4569965953068)","2057557418",,,,cafe,,,,,,,,,,La Unión,,,,,,,
"POINT (-3.70259059948459 40.454692395307)","2636531053",,,,cafe,,,,,,,,,,La Antigua de Estrecho,,,,,,,
"POINT (-3.70332219948449 40.4553535953069)","3426834966",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-3.70644359948406 40.4568772953068)","2870489592",,,,cafe,,,,,,,,,,Cafetería Fuente Verde,,,,,,,
"POINT (-3.70286789948456 40.4551862953069)","3128165594",,,"203",cafe,,,,,,,,,,Audrey Brunch&Coffee,,,,,,,
"POINT (-3.70392349948441 40.4567064953068)","2057557445",,,,cafe,,,,,,,,,,Bulevar,,"Magizan Bulevar, SL",,,,,
"POINT (-3.71302749948314 40.4575274953067)","4278034984",,,,cafe,,,,,,,,,,Cafetería la Puebla,,,,,,,
"POINT (-3.7032499994845 40.4569073953068)","2495089202",,,,cafe,,,,,,,,,,Brasiliana,,,,,,,
"POINT (-3.71167489948333 40.4577984953068)","2868776230",,,,cafe,,,,,,,,,,La Mina,,,,,,,
"POINT (-3.70966739948361 40.4572388953068)","2947786417",,,"76",cafe,,,,,,,,,,Bar Gema,,,,,,,
"POINT (-3.70806569948383 40.4605930953065)","2972040620",,,"65",cafe,,,,,,,,,,,,,,,,,
"POINT (-3.70792989948385 40.4608243953065)","2870522334",,,,cafe,,,,,,,,,,Cervecería Bar Salamanca,,,,,,,
"POINT (-3.70665069948403 40.4585304953067)","2870522363",,,,cafe,,,,,,,,,,Cervecería,,,,,,,
"POINT (-3.70890559948372 40.4619347953064)","2955167891",,,,cafe,,,,,,,,,,Bar Los Yugos,,,,,,,
"POINT (-3.70743789948392 40.4594911953066)","2870522339",,,,cafe,,,,,,,,,,Bodegas Ergueta,,,,,,,
"POINT (-3.70605309948411 40.4574930953068)","2891563635",,,,cafe,,,,,,,,,,Café Bar Arco Iris,,,,,,,
"POINT (-3.70194209948468 40.4563327953068)","2567969169",,,,cafe,,,,,,,,,,Bar Milenio,,,,,,,
"POINT (-3.70332179948449 40.4578794953067)","2870522347",,,,cafe,,,,,,,,,,Bar Bombuscaro,,,,,,,
"POINT (-3.70478979948429 40.4588860953067)","2870522340",,,,cafe,,,,,,,,,,La esquina de Pedro,,,,,,,
"POINT (-3.70179459948471 40.4581645953067)","844693040",,,"6",cafe,,,,,,,,,,La Plazuela,,,,,,,
